Pollutant Name: nitrogen (N),,
Pollutant Type: total deposition,,
Units: kg N ha-1 yr-1,,
Year: 2014,,
Resolution: 5km (Midpoint in metres of 5x5km grid square of the OS grid for Great Britain),,
,,
Easting,Northing,Value
342500,102500,15
22500,492500,11.75
547500,222500,10.86
237500,552500,12.97
242500,902500,5.8
362500,452500,22.13
97500,522500,9.67
407500,412500,34.72
362500,337500,15.3
257500,57500,11.52
337500,742500,11.48
452500,272500,10.48
67500,482500,10.75
212500,97500,7.56
562500,152500,11.38
372500,762500,8.54
427500,232500,12.45
327500,742500,7.09
347500,737500,10.58
497500,97500,9.38
402500,152500,12.12
237500,232500,16.79
172500,607500,8.73
352500,577500,13.54
72500,487500,10.15
477500,372500,11.2
422500,342500,16.21
442500,477500,13.41
132500,827500,6.53
527500,387500,12.13
402500,252500,11.3
197500,647500,14.02
392500,592500,16.72
337500,357500,10.59
302500,722500,7.55
482500,147500,14.16
207500,882500,7.38
407500,267500,14.08
272500,322500,13.29
342500,832500,14.92
337500,337500,14.28
172500,757500,10.77
212500,207500,11.97
322500,482500,11.85
422500,252500,8.33
367500,757500,9.77
237500,837500,4.8
267500,37500,5.99
517500,432500,13.39
357500,132500,9.24
287500,682500,10.35
362500,367500,12.74
257500,707500,14.73
462500,1202500,9.32
437500,362500,20.69
302500,922500,6.97
267500,292500,9.43
407500,257500,12.26
357500,217500,17.63
407500,407500,32.07
157500,762500,7.96
462500,307500,12.92
437500,472500,15.28
372500,827500,16.58
112500,587500,9.73
342500,287500,15.65
367500,592500,26.99
447500,1192500,11.35
202500,82500,9.08
432500,362500,25.55
302500,612500,26.73
457500,137500,13.3
487500,237500,12.71
422500,277500,14.4
472500,442500,13.17
617500,242500,12.81
177500,507500,5.85
297500,722500,7.69
172500,857500,4.39
352500,207500,21.68
177500,642500,14.06
292500,57500,9.06
437500,1107500,7.23
162500,552500,9.45
282500,327500,19.31
382500,262500,10.13
537500,257500,8.98
642500,302500,9.09
242500,362500,8.24
402500,577500,10.49
417500,347500,17.93
377500,397500,13.95
387500,867500,9.27
367500,307500,14.61
222500,587500,18.51
267500,917500,5.91
487500,317500,12.68
482500,102500,9.49
517500,162500,14.1
242500,742500,20.64
262500,552500,11.28
392500,537500,21.3
407500,102500,16.62
382500,352500,17.14
232500,877500,6.59
87500,572500,14.44
447500,362500,18.97
147500,577500,13.85
217500,722500,17.63
207500,757500,14.72
522500,362500,11.57
327500,717500,9.05
392500,157500,10.72
347500,572500,10.99
242500,887500,7.46
237500,722500,22.46
517500,152500,17.33
437500,267500,10.58
402500,857500,9.87
352500,697500,7.2
347500,487500,13.86
252500,717500,18.41
332500,962500,6.57
462500,177500,13.55
267500,562500,19.71
482500,292500,11.93
427500,452500,18.12
237500,342500,7.69
612500,302500,12.4
277500,797500,5.53
407500,467500,22.6
382500,537500,27.2
462500,202500,9.56
627500,292500,12.62
152500,757500,8.54
122500,562500,9.64
172500,37500,12.53
522500,237500,8.74
232500,887500,7.45
502500,207500,15.51
312500,927500,10.31
132500,822500,5.6
472500,157500,14.23
552500,322500,8.83
317500,687500,9.09
202500,862500,8.2
407500,842500,11.18
282500,187500,12.41
592500,287500,15.24
197500,242500,7.42
287500,122500,12.35
397500,92500,13.37
342500,532500,23.86
137500,792500,7.24
592500,332500,10.3
352500,607500,22.5
362500,847500,10.75
502500,487500,12.66
277500,772500,8.79
417500,117500,17
147500,532500,11.98
142500,817500,6.34
417500,372500,27.9
407500,362500,23.5
242500,222500,12.46
382500,362500,15.1
537500,322500,8.7
147500,572500,11.82
167500,802500,4.56
247500,222500,12.39
357500,732500,8.37
247500,947500,10.78
312500,212500,18.97
617500,312500,13.44
447500,142500,13.88
357500,497500,16.58
112500,537500,4.97
397500,342500,18.47
532500,357500,9.5
342500,342500,10.28
467500,1212500,8.59
152500,722500,9.44
482500,267500,13.08
477500,227500,9.99
277500,107500,10.14
102500,477500,7.8
317500,847500,9.37
147500,952500,4.48
552500,207500,10.53
522500,412500,12.21
357500,282500,15.8
342500,822500,12.33
267500,587500,22.15
367500,1017500,7.1
407500,197500,10.61
337500,537500,20.42
347500,332500,11.12
342500,562500,8.81
437500,392500,20.31
337500,162500,8
407500,617500,12.61
367500,452500,26.16
137500,862500,5.86
142500,812500,5.22
152500,567500,11.78
392500,232500,9.45
207500,532500,9.05
427500,437500,19.04
507500,317500,10.21
407500,332500,14.1
157500,42500,8.9
462500,467500,13.56
227500,467500,6.36
302500,777500,13.39
332500,147500,7.41
537500,352500,9.5
227500,337500,7.04
57500,482500,6.11
177500,822500,6.68
257500,277500,6.81
332500,167500,7.56
192500,242500,5.42
462500,517500,16.23
292500,937500,6.18
237500,677500,15.39
232500,252500,12.06
182500,777500,9.86
317500,372500,15.08
307500,382500,9.78
427500,422500,16.75
237500,477500,9.13
277500,657500,10.65
232500,807500,6.72
247500,907500,5.67
217500,252500,7.7
527500,437500,15.02
482500,247500,12.16
287500,217500,18.87
387500,632500,10.97
302500,742500,13.87
622500,302500,11.67
347500,497500,19.1
322500,997500,9.11
457500,187500,12.36
282500,802500,6
337500,342500,13.53
257500,732500,17.88
242500,502500,8.51
377500,177500,13.1
482500,427500,11.06
342500,147500,6.81
207500,237500,15.36
322500,587500,17.1
132500,642500,5.96
382500,132500,12.25
532500,117500,15.73
82500,857500,3.44
302500,92500,8.32
442500,287500,13.56
622500,277500,13.71
182500,827500,6.92
67500,477500,13.52
322500,542500,12.96
222500,597500,14.89
82500,862500,3.59
577500,182500,11.56
347500,327500,10.31
272500,347500,17.15
52500,477500,4.9
267500,952500,7.08
372500,787500,26.52
477500,317500,12.99
342500,747500,11.29
137500,537500,11.92
587500,182500,10.68
242500,632500,8.82
477500,447500,15.18
262500,1022500,7.18
422500,382500,24.79
262500,142500,10.8
207500,752500,13.88
267500,72500,19.43
362500,132500,10.75
47500,502500,9.64
317500,302500,13.7
422500,247500,10.5
452500,92500,14.2
612500,132500,8.32
167500,697500,9.47
472500,297500,13.42
352500,317500,10.66
457500,472500,12.73
277500,877500,4.4
112500,922500,6.58
562500,207500,8.47
327500,477500,10.24
417500,447500,17.84
282500,617500,20.54
337500,102500,14.73
157500,812500,5.37
472500,97500,10.25
382500,527500,22.48
352500,637500,12.5
367500,112500,11.7
547500,352500,9.57
327500,562500,10.5
122500,597500,11.37
487500,132500,20.22
582500,247500,9.13
252500,842500,5.12
447500,332500,13.2
362500,437500,15.24
402500,487500,30.47
527500,142500,14.93
62500,807500,5.23
307500,647500,12.62
457500,1212500,13.25
327500,582500,16.79
377500,242500,12.99
322500,107500,15.86
632500,272500,11.82
472500,457500,12.26
587500,142500,9.58
337500,832500,12.38
242500,867500,5.96
342500,482500,11.74
247500,837500,5.76
187500,867500,5.27
412500,347500,18.06
512500,187500,16.01
592500,122500,7.98
27500,547500,11.77
367500,792500,27.88
217500,222500,14.09
397500,167500,13.8
372500,302500,11.64
437500,372500,22.51
327500,752500,9.02
317500,792500,14.33
297500,787500,11.54
602500,287500,15.28
177500,42500,11.85
442500,1192500,11.85
237500,367500,7.98
237500,62500,10.45
257500,242500,16.12
307500,782500,15.35
367500,367500,13.33
252500,922500,7.03
517500,392500,15.15
522500,172500,13.83
252500,662500,12.74
247500,747500,17.59
492500,202500,14.77
432500,582500,10.98
402500,302500,16.4
417500,252500,8.52
337500,847500,11.23
537500,237500,11.54
317500,812500,11.67
402500,497500,24.18
202500,712500,17.38
432500,197500,10.43
187500,242500,4.72
607500,327500,11.64
277500,47500,10.58
402500,357500,22.26
492500,322500,13.77
372500,347500,16.52
532500,112500,12.61
592500,217500,10.55
332500,577500,14.13
467500,422500,10.57
207500,787500,7.83
97500,582500,11.54
467500,492500,18.15
247500,97500,12.77
342500,92500,8.47
507500,267500,12.1
247500,387500,10.22
572500,257500,10.71
467500,112500,14.49
362500,377500,12.94
367500,477500,16.87
332500,772500,17.22
207500,72500,13.67
352500,507500,28.94
292500,132500,13.6
262500,642500,16.23
442500,307500,12.28
457500,287500,12.04
257500,567500,24.85
122500,497500,14.39
487500,162500,17.21
372500,797500,19.62
157500,947500,3.83
287500,807500,5.05
407500,612500,11.21
47500,567500,6.68
287500,212500,19.38
552500,292500,7.66
587500,257500,12.13
462500,372500,19.15
342500,492500,17.42
632500,237500,8.13
177500,512500,7.1
177500,212500,4.84
302500,342500,18.61
387500,202500,16.94
627500,172500,9.32
332500,832500,12.24
322500,352500,20.86
352500,367500,11.83
237500,362500,8.09
172500,802500,5.06
307500,267500,17.37
187500,772500,10.45
372500,577500,21.85
332500,372500,10.41
257500,72500,15.43
402500,547500,17.14
317500,267500,17.6
222500,657500,9.34
522500,382500,11.84
487500,362500,11.65
352500,482500,11.85
367500,762500,10.17
227500,327500,5.37
512500,397500,15.21
442500,1177500,10.79
352500,107500,13.45
597500,117500,7.69
387500,407500,16.98
202500,827500,8.18
582500,282500,18.77
497500,257500,14.42
362500,627500,11.45
222500,57500,12.14
297500,127500,13.97
457500,392500,12.65
582500,222500,9.22
597500,222500,11.7
422500,112500,19.62
117500,542500,5.62
232500,937500,9.41
567500,132500,12.18
247500,677500,13.85
272500,937500,7.44
337500,567500,10.66
287500,87500,12.25
132500,687500,6.19
252500,767500,9.36
337500,502500,26.06
137500,542500,10.65
272500,952500,6.05
337500,947500,6.96
447500,487500,15.98
487500,177500,10.91
422500,572500,9.7
587500,332500,9.95
377500,332500,16.59
392500,82500,13.42
107500,557500,9.74
297500,97500,9.61
142500,917500,3.9
187500,702500,9.53
337500,757500,10.1
377500,497500,29.63
282500,97500,10.93
507500,237500,11.44
492500,487500,17.67
322500,492500,16.77
467500,507500,21.41
367500,92500,10.34
277500,562500,13.76
357500,437500,13.22
357500,857500,9
107500,917500,6.2
317500,767500,10.93
292500,352500,23.06
627500,232500,12.72
447500,397500,13.1
432500,592500,9.29
107500,597500,7.64
337500,152500,6.54
327500,242500,14.54
432500,102500,16.76
232500,337500,7.17
167500,47500,8.96
427500,237500,11.07
622500,142500,12.56
437500,382500,20.14
572500,247500,9.33
262500,692500,13.91
612500,157500,14.38
307500,737500,8.8
152500,677500,11.38
392500,562500,12.56
372500,482500,21.68
197500,717500,16.77
227500,212500,11.84
127500,852500,6.02
117500,557500,9.33
127500,672500,7.87
207500,92500,7.71
507500,477500,14.34
417500,137500,11.56
262500,742500,17.57
332500,442500,9.6
397500,277500,16.89
327500,772500,17.3
522500,407500,11.96
167500,682500,7.95
47500,527500,8.43
167500,812500,6.03
87500,852500,3.58
362500,252500,11.14
332500,632500,19.35
152500,967500,3.43
607500,132500,6.83
247500,887500,6.78
407500,147500,10.6
307500,132500,14.17
147500,497500,16.18
282500,707500,7.91
377500,472500,22.3
482500,342500,8.79
527500,167500,13.71
347500,857500,12.64
267500,107500,10.65
357500,837500,11.44
547500,182500,13.04
307500,847500,7.62
442500,1107500,9.09
367500,127500,11.8
242500,247500,13.53
477500,232500,11.45
397500,267500,12.75
387500,547500,24.74
347500,842500,10.65
187500,747500,7.85
457500,172500,16.18
277500,752500,12.05
247500,957500,8.92
322500,632500,24.59
337500,132500,7.82
282500,357500,20.38
382500,102500,15.48
442500,1147500,11.36
407500,387500,27.33
202500,202500,8.92
247500,197500,8.7
332500,667500,9.15
242500,772500,11.68
447500,282500,11.2
512500,202500,14.96
207500,657500,10.36
557500,302500,8.12
387500,797500,15.81
37500,552500,9.79
287500,52500,10.54
397500,582500,11.97
257500,837500,5.26
372500,147500,16.93
352500,817500,13.8
97500,572500,14.71
102500,552500,11.09
502500,497500,14.22
437500,342500,14.56
287500,47500,8.6
567500,302500,10.92
297500,352500,22.26
12500,522500,10.97
407500,857500,8.98
252500,882500,7.16
552500,352500,10.42
102500,897500,5.53
127500,937500,4.43
192500,707500,12.59
277500,272500,13.11
267500,902500,5.55
327500,657500,12.72
397500,207500,15.66
62500,502500,14
497500,282500,13.77
612500,307500,10.95
597500,227500,10.35
282500,807500,4.64
492500,382500,10.49
232500,862500,5.15
317500,742500,7.81
262500,597500,26.11
242500,147500,6.09
297500,562500,13.56
207500,927500,3.96
422500,447500,17.27
202500,732500,14.31
312500,957500,6.95
92500,747500,4.82
452500,82500,9.13
292500,642500,12.31
307500,322500,21.71
132500,507500,11.64
352500,802500,14.93
362500,227500,12.25
452500,197500,11.01
217500,562500,14.32
517500,112500,12.35
282500,962500,6.2
132500,22500,5.19
217500,672500,11.15
527500,312500,9.62
367500,102500,15.83
352500,657500,13.37
362500,547500,17.15
2500,497500,8.44
347500,687500,6.38
532500,242500,9.1
262500,122500,9.88
492500,187500,14.79
262500,732500,18.1
102500,747500,5.37
207500,582500,13.1
322500,627500,24.59
287500,747500,17.06
287500,577500,17.79
492500,252500,10.09
207500,722500,15.84
177500,37500,13.1
112500,602500,7.72
422500,562500,11.84
352500,472500,11
397500,647500,8.09
282500,872500,4.13
597500,337500,8.23
207500,682500,14.64
432500,497500,12.78
212500,707500,15.49
397500,627500,20.89
287500,952500,7.26
552500,147500,11.98
187500,707500,11.19
357500,367500,14.25
247500,622500,13.1
487500,127500,16.25
232500,567500,17.61
222500,677500,13.6
227500,937500,7.71
277500,277500,14.62
577500,327500,13.3
262500,852500,4.11
502500,357500,11.51
502500,217500,14.57
492500,107500,9.82
377500,302500,11.16
267500,352500,17.46
472500,517500,16.16
77500,582500,7.99
432500,142500,13.02
267500,597500,26.13
367500,82500,8.47
352500,197500,18.33
522500,242500,8.03
442500,1157500,12.37
407500,112500,14.89
477500,312500,13.87
347500,462500,11.41
282500,247500,16.73
452500,217500,9.6
507500,252500,10.22
137500,692500,6.38
502500,227500,11.32
532500,297500,7.88
477500,482500,11.08
457500,492500,19.35
117500,657500,6.74
162500,807500,6.13
507500,107500,11.5
237500,747500,17.46
147500,522500,11.34
522500,232500,12.92
167500,842500,4.41
62500,572500,9.76
187500,892500,4.27
467500,482500,11.46
362500,357500,12.45
572500,347500,9.71
502500,177500,14.13
227500,722500,19.57
272500,852500,2.65
317500,477500,9.77
127500,942500,4.47
312500,972500,6.17
232500,622500,10.02
297500,917500,6.16
367500,427500,20.35
422500,477500,23.56
167500,512500,6.35
167500,722500,10.73
357500,147500,15.79
117500,547500,7.2
367500,312500,12.47
77500,812500,4.78
352500,602500,26.02
302500,207500,26.21
362500,82500,7.17
102500,937500,6.42
132500,592500,17.37
262500,312500,9.56
282500,257500,18.97
467500,257500,13.62
327500,247500,9.78
332500,472500,10.77
182500,782500,10.11
142500,552500,15.93
427500,522500,9.59
477500,432500,11.98
632500,242500,9.85
327500,722500,7.13
527500,347500,9.63
37500,502500,7.77
382500,802500,14.4
472500,347500,10.57
247500,117500,14.6
332500,477500,12.42
357500,1027500,6.66
307500,852500,9.64
222500,737500,15.37
182500,882500,3.42
457500,282500,11.38
197500,847500,6.06
412500,282500,18.23
212500,722500,17.94
652500,277500,8.93
392500,627500,21.39
352500,307500,11.91
497500,417500,13.25
117500,502500,11.1
312500,367500,16.93
227500,972500,6.45
397500,247500,10
282500,662500,11.06
32500,522500,7.03
282500,287500,18.22
617500,317500,21.96
172500,822500,6.15
142500,722500,6.52
477500,137500,16.52
237500,337500,6.89
507500,262500,9.63
132500,27500,5.45
307500,632500,18.4
397500,577500,10.22
562500,237500,11.42
552500,112500,11.11
422500,582500,8.96
427500,172500,17.87
217500,927500,5.24
277500,42500,9.49
477500,427500,11.5
247500,127500,9
222500,582500,18.33
407500,507500,20.07
542500,202500,11.94
347500,162500,13.78
302500,747500,12.22
247500,232500,17.63
297500,837500,6.3
322500,112500,18.29
607500,227500,9.29
377500,637500,8.36
437500,312500,11.59
507500,382500,12.45
317500,697500,10.44
182500,732500,9.45
362500,747500,8.85
287500,247500,14.51
72500,537500,9.7
317500,387500,9.07
462500,82500,9.04
242500,727500,20.68
17500,497500,10.38
447500,517500,10.11
412500,1167500,6.34
322500,202500,20.13
312500,832500,6.65
482500,282500,14.71
352500,762500,10
87500,582500,7.87
372500,617500,12.37
212500,937500,4.08
247500,212500,12.79
507500,362500,11.77
302500,797500,11.52
462500,302500,13.79
87500,522500,9.84
257500,332500,8.06
282500,767500,8.48
362500,472500,13.59
267500,742500,15.73
232500,632500,8.74
217500,102500,7.68
322500,942500,7.49
422500,92500,11.51
337500,547500,13.77
22500,507500,10.34
467500,347500,11.2
572500,297500,10.95
602500,142500,12.32
487500,507500,14.87
272500,127500,10.02
577500,242500,8.78
282500,902500,5.42
637500,322500,12.27
342500,252500,9.07
227500,87500,16.79
387500,127500,15.11
592500,292500,17.45
522500,467500,10
337500,352500,10.71
447500,307500,12.88
332500,327500,13.2
137500,37500,6.56
102500,902500,4.96
627500,247500,13.4
287500,662500,11.64
192500,47500,10.73
517500,342500,8.92
437500,402500,19.38
192500,732500,10.49
492500,387500,12.16
152500,562500,11.18
342500,467500,10.34
532500,122500,15.16
412500,527500,11.34
417500,487500,19.15
417500,522500,11.06
362500,192500,9.82
357500,597500,21.61
522500,102500,10.88
617500,152500,13.95
352500,462500,14.47
237500,212500,10.58
442500,132500,14.36
292500,717500,10.38
237500,822500,5.63
467500,102500,12.62
47500,537500,11.08
402500,92500,13.71
342500,502500,24.42
317500,497500,14.46
317500,242500,13.45
457500,467500,11.29
237500,952500,9.19
237500,112500,15.96
222500,752500,18.91
467500,127500,16.28
42500,487500,9.66
17500,907500,11.66
352500,767500,12.81
492500,297500,11.09
402500,117500,12.78
507500,472500,15.53
352500,387500,9.71
312500,682500,8.68
192500,902500,3.66
292500,852500,6.24
227500,932500,8.67
602500,197500,7.97
622500,227500,8.97
257500,592500,31.1
337500,837500,11.75
532500,137500,17.21
377500,132500,16.21
482500,177500,10.49
207500,862500,7.43
422500,397500,35.89
522500,377500,10.38
492500,97500,10.08
162500,832500,7.51
192500,887500,4.65
407500,157500,12.46
387500,392500,15.88
312500,387500,7.84
122500,892500,3.87
342500,197500,15.75
157500,527500,11.14
292500,822500,6.94
227500,887500,6.95
202500,72500,11.39
387500,97500,12.63
172500,207500,7.6
277500,362500,22.55
257500,197500,9.29
562500,212500,9.12
542500,262500,10.55
612500,282500,12.31
357500,332500,12.72
307500,127500,11.78
112500,942500,5.61
367500,387500,13.5
182500,787500,8.28
387500,427500,28.69
487500,102500,8.56
497500,412500,14.57
597500,342500,8.87
382500,587500,20.81
267500,372500,17.8
72500,522500,11.75
597500,137500,11.22
322500,182500,13.53
307500,497500,10.35
232500,857500,5.34
282500,57500,14.24
327500,137500,8.29
382500,547500,26.75
272500,892500,5.27
277500,642500,15.24
52500,557500,14.63
227500,592500,17.87
387500,262500,10.82
262500,317500,8.48
292500,837500,6.57
312500,97500,12.95
372500,582500,25.02
492500,457500,15.61
57500,502500,15.34
127500,492500,13.9
267500,747500,16.9
437500,502500,10.29
87500,552500,12.35
362500,137500,12.24
297500,602500,19.74
627500,297500,14.48
292500,687500,8.7
282500,622500,18.75
217500,702500,18.6
262500,382500,7.96
127500,722500,5.01
202500,602500,9.7
487500,497500,19.73
287500,77500,10.09
162500,712500,7.42
577500,292500,16.76
467500,137500,19.12
257500,792500,7.37
412500,182500,13.48
307500,527500,9.46
267500,947500,5.6
307500,547500,8.27
332500,602500,24.2
117500,512500,8.1
272500,967500,4.49
572500,317500,10.17
547500,147500,11.03
332500,532500,27.25
262500,342500,9.62
267500,702500,9.49
237500,937500,10.8
302500,672500,11.52
467500,172500,13.97
487500,257500,11.78
267500,727500,17.34
512500,377500,10.9
347500,792500,26.68
142500,507500,12.9
322500,502500,21.67
592500,327500,11.72
207500,82500,11.51
332500,107500,14.44
22500,502500,9.3
362500,417500,20.84
372500,1042500,7.21
337500,477500,11.36
227500,882500,7.06
257500,307500,5.98
237500,682500,13.3
277500,137500,13.77
412500,212500,13.94
547500,207500,10.73
192500,812500,9.14
492500,397500,12.29
152500,547500,12.65
367500,867500,7.09
477500,187500,15.22
447500,457500,12.35
207500,62500,16.11
287500,657500,11.6
137500,882500,4.15
567500,107500,8.74
457500,422500,12.93
452500,337500,13.86
462500,447500,11.35
347500,452500,12.33
397500,122500,15.62
312500,937500,8.3
507500,467500,13.14
397500,382500,20.41
307500,757500,9.38
462500,227500,9.77
542500,332500,8.69
157500,672500,10.23
347500,802500,12.33
272500,857500,4.13
347500,442500,11.67
342500,257500,9.98
252500,367500,10.78
337500,192500,13.62
512500,407500,13.58
92500,492500,13.86
547500,232500,10.29
477500,127500,16.87
107500,547500,9.84
437500,1172500,8.82
247500,722500,20.47
317500,572500,12.1
197500,192500,5.88
342500,387500,10.47
242500,577500,21.35
362500,352500,12.29
422500,502500,14.78
352500,397500,12.53
292500,917500,7.63
277500,952500,5.59
497500,482500,11.84
307500,572500,14.65
317500,472500,9.57
582500,317500,11.79
277500,947500,5.55
442500,1127500,11.15
332500,407500,7.74
312500,202500,22.39
332500,287500,14.29
322500,557500,9.13
517500,437500,11.92
257500,297500,4.92
137500,797500,8.06
272500,957500,6.27
332500,307500,15.84
427500,1147500,8.79
422500,507500,13.22
242500,732500,18.85
227500,112500,10.8
322500,522500,25.29
522500,287500,10.03
252500,687500,12.34
462500,277500,12.15
392500,347500,17.5
307500,697500,9.93
302500,582500,14.89
312500,587500,14.63
282500,592500,20.77
202500,762500,9.12
482500,457500,17.63
132500,942500,4.06
622500,282500,11.62
367500,617500,12.59
197500,562500,12.35
507500,162500,13.84
197500,712500,15.65
392500,462500,19.09
467500,462500,12.87
342500,347500,9.75
122500,672500,6.97
587500,287500,16.47
242500,832500,5.39
402500,287500,18.74
337500,652500,16.83
252500,62500,12.02
352500,152500,12.08
267500,757500,11.68
362500,1027500,7.63
447500,407500,12.97
277500,67500,14.06
392500,332500,15.7
317500,682500,8.07
377500,202500,13.04
497500,467500,17.28
202500,727500,15.31
247500,147500,6.73
502500,332500,10.48
352500,477500,10.92
457500,77500,9.61
147500,832500,9.56
197500,777500,10.13
242500,212500,12.2
467500,497500,21.21
377500,602500,27.5
367500,462500,28.46
337500,672500,6.76
532500,202500,13.06
152500,762500,7.88
477500,302500,16.09
337500,867500,5.77
607500,212500,9.17
302500,117500,12.53
262500,812500,7.88
292500,962500,6.85
317500,832500,9.5
232500,617500,11.86
62500,562500,10.75
337500,487500,17.58
442500,292500,14.18
377500,352500,14.88
202500,747500,10.33
537500,342500,8.78
152500,507500,12.57
507500,312500,9.41
192500,892500,4.07
232500,777500,13.94
262500,782500,8.97
467500,447500,11.58
162500,772500,7.23
547500,277500,8.91
302500,122500,12.01
502500,482500,11.76
292500,747500,16.08
482500,237500,12.4
112500,852500,3.94
307500,172500,8.02
337500,517500,39.73
577500,322500,10.87
412500,442500,24.1
382500,152500,12.37
537500,202500,13.38
342500,732500,8.31
422500,532500,12.16
327500,807500,12.46
452500,157500,14.46
387500,157500,12.95
577500,137500,17.61
97500,872500,3.15
207500,812500,9.8
287500,582500,21.89
327500,862500,7.23
217500,462500,7.66
212500,222500,12.82
392500,467500,23.26
122500,932500,5.78
162500,862500,3.94
97500,552500,12.53
107500,887500,4.08
397500,347500,20.25
392500,262500,10.23
332500,947500,6.84
67500,792500,4.81
252500,587500,31.94
367500,237500,9.53
212500,817500,9.95
182500,897500,3.17
532500,427500,12.57
232500,967500,7.4
397500,162500,12.25
317500,112500,16.99
357500,632500,11
202500,667500,11.47
287500,752500,12.48
237500,642500,8.92
392500,817500,12.78
482500,352500,11.28
162500,37500,10.06
252500,52500,9.55
287500,192500,16.35
402500,647500,8.18
577500,172500,10.5
602500,147500,11.67
492500,122500,14.51
167500,777500,7.09
472500,102500,10.13
512500,387500,15.95
277500,177500,6.56
337500,992500,6.24
482500,402500,10.65
207500,832500,7.7
317500,807500,13.25
237500,962500,6.33
297500,737500,15.14
397500,472500,26.99
352500,237500,11.21
352500,452500,13.87
47500,477500,5.4
332500,122500,11.18
362500,662500,15.11
512500,467500,12.11
42500,522500,8.08
512500,107500,11.22
82500,882500,3.96
137500,737500,5.6
222500,577500,19.5
322500,147500,9.65
182500,32500,10.53
247500,737500,21.89
507500,372500,10.25
487500,307500,13.89
322500,1007500,8.44
362500,837500,13.62
52500,482500,4.63
187500,897500,3.63
442500,137500,14.65
437500,202500,10.62
317500,937500,8.04
242500,237500,15.39
317500,122500,9.94
197500,232500,11.8
187500,692500,13.77
227500,217500,13.55
292500,242500,17.29
247500,362500,9.54
287500,612500,21.41
412500,517500,13.37
212500,717500,16.14
332500,137500,9.58
572500,142500,9.7
452500,1192500,11.86
347500,522500,30.95
172500,12500,6.01
62500,577500,6.36
317500,567500,10.41
522500,317500,7.96
392500,432500,29.37
437500,517500,7.82
442500,442500,14.9
172500,22500,10.68
542500,362500,9.51
537500,227500,11.17
477500,172500,12.65
247500,202500,10.17
272500,847500,3.95
352500,302500,13.87
517500,457500,11.91
362500,677500,7.04
97500,912500,4.97
307500,597500,19.5
417500,322500,13.68
487500,232500,11.9
572500,337500,8.14
232500,572500,18.99
187500,687500,13.37
247500,337500,6.72
147500,867500,5.49
402500,437500,30.2
517500,477500,12.57
417500,307500,14.37
307500,277500,14.57
352500,662500,13.91
457500,232500,14.06
357500,757500,10.01
242500,82500,13.74
462500,172500,14.53
142500,777500,4.5
407500,637500,12.02
292500,682500,9.55
347500,537500,18.04
262500,47500,7.7
342500,997500,6.17
227500,717500,21.96
267500,932500,8.62
457500,272500,10.87
287500,117500,13.52
267500,92500,20.78
337500,807500,12.77
157500,732500,13.26
302500,657500,14.67
622500,307500,13.78
502500,252500,10.61
372500,182500,12.2
142500,802500,9.64
322500,567500,9.27
457500,207500,12.94
257500,562500,19.84
342500,757500,10.18
517500,247500,10.83
592500,247500,8.82
642500,282500,9.61
342500,407500,10.4
612500,272500,12.91
312500,307500,15.08
437500,117500,16.17
287500,942500,6.1
307500,712500,15.09
577500,317500,14.42
297500,367500,16.02
222500,947500,5.56
402500,607500,15
77500,857500,3.65
572500,282500,10.01
522500,302500,11.33
492500,482500,11.94
252500,932500,8.17
227500,612500,11.51
342500,1032500,7.98
222500,687500,19.19
347500,862500,12.33
222500,942500,5.74
337500,622500,20.56
487500,417500,11.95
467500,1217500,9.17
627500,272500,14.61
282500,277500,15.54
277500,192500,11.54
32500,512500,7.81
422500,472500,24.77
132500,932500,4.18
397500,552500,18.28
262500,717500,19.56
567500,222500,9.32
377500,97500,11.98
247500,487500,9.92
282500,602500,21.3
312500,517500,18.04
507500,232500,9.96
452500,247500,12.82
567500,267500,10.01
362500,832500,12.06
187500,737500,8.38
332500,132500,8.19
262500,902500,4.77
302500,822500,6.58
132500,542500,8.72
357500,387500,11.11
387500,267500,9.2
452500,392500,14.92
357500,272500,10.73
297500,577500,14.49
87500,862500,3.49
137500,832500,8.08
387500,807500,12.4
332500,117500,13
422500,142500,11.16
572500,132500,14.37
287500,327500,19.66
42500,507500,7.17
437500,507500,10.05
402500,217500,16.2
532500,322500,8.22
282500,587500,19.91
227500,912500,6.25
542500,342500,10.69
197500,67500,13.2
557500,317500,9.78
292500,347500,21.42
422500,202500,10.14
47500,552500,8.03
442500,537500,12.48
337500,817500,11.33
247500,342500,8.35
482500,412500,10.79
277500,847500,6.25
577500,197500,9.43
312500,217500,22.24
547500,187500,12.24
322500,247500,11.86
467500,452500,11.06
492500,182500,12.84
402500,367500,27.15
397500,447500,20.31
237500,852500,5.65
322500,237500,17.45
167500,647500,8.99
292500,177500,9.66
112500,582500,8.52
337500,327500,11.02
222500,847500,6.34
427500,197500,11.46
87500,482500,10.08
512500,277500,9.83
552500,367500,9.24
387500,152500,13.02
432500,177500,15.23
502500,302500,12.5
317500,827500,7.9
567500,257500,11.7
277500,227500,17.23
447500,472500,14.6
82500,877500,4.23
162500,692500,9.54
432500,167500,15.47
337500,462500,9.81
462500,387500,10.67
572500,182500,10.13
572500,237500,9.37
242500,342500,8.63
327500,797500,10.09
267500,857500,5.18
437500,217500,12.8
552500,247500,9.52
297500,332500,29.58
302500,792500,10.49
472500,282500,14.42
