Easting,Northing,NO2_NO3,NH3_NH4,SO2_SO4_NM
352500,812500,0.49,0.99,0.27
442500,192500,0.64,1.47,0.24
222500,842500,0.45,0.36,0.3
387500,362500,0.59,2.21,0.38
282500,312500,0.68,1.14,0.46
307500,192500,0.73,1.57,0.48
512500,482500,0.59,1.03,0.41
377500,632500,0.41,1.38,0.24
92500,477500,0.32,1.87,0.16
382500,827500,0.4,1.55,0.23
272500,137500,0.77,1.36,0.4
212500,727500,0.48,0.65,0.36
137500,687500,0.23,0.34,0.14
387500,417500,0.9,1.69,0.68
287500,287500,0.69,1.16,0.43
452500,192500,0.68,1.76,0.28
377500,287500,0.54,1.71,0.28
452500,227500,0.72,1.92,0.29
327500,302500,0.44,1.91,0.25
37500,482500,0.22,0.92,0.15
272500,722500,0.57,0.74,0.37
602500,167500,0.66,0.75,0.26
607500,232500,0.68,1.21,0.31
472500,442500,0.51,2.22,0.43
167500,762500,0.3,0.38,0.25
122500,717500,0.2,0.25,0.12
257500,562500,0.46,1.15,0.32
142500,897500,0.19,0.65,0.12
257500,112500,0.51,1.64,0.27
217500,837500,0.42,0.35,0.29
347500,637500,0.55,1.24,0.34
377500,147500,0.59,2.4,0.29
577500,252500,0.7,1.37,0.29
192500,77500,0.37,0.79,0.2
307500,802500,0.86,0.72,0.51
292500,52500,0.45,0.78,0.21
427500,1157500,0.35,0.41,0.2
217500,667500,0.31,0.56,0.22
442500,347500,0.76,2.03,0.55
422500,177500,0.78,1.89,0.3
327500,652500,0.51,1.17,0.31
287500,947500,0.29,0.31,0.17
542500,377500,0.72,1.55,0.35
327500,812500,0.65,0.63,0.37
247500,687500,0.36,1,0.25
262500,757500,0.44,0.46,0.28
577500,157500,0.76,1.14,0.3
177500,662500,0.27,0.44,0.16
137500,507500,0.46,3.12,0.26
352500,122500,0.46,2.05,0.23
387500,852500,0.42,1.48,0.22
427500,532500,0.5,1.75,0.44
427500,547500,0.49,1.36,0.34
562500,197500,0.7,1.41,0.26
562500,307500,0.6,1.2,0.28
262500,682500,0.51,0.87,0.33
107500,887500,0.19,0.17,0.13
282500,832500,0.3,0.3,0.16
552500,282500,0.61,1.39,0.28
427500,617500,0.41,0.69,0.25
512500,122500,0.57,1.1,0.28
442500,162500,0.72,1.2,0.29
437500,132500,0.59,1.29,0.27
77500,512500,0.28,1.96,0.16
177500,792500,0.27,0.27,0.21
472500,482500,0.53,2.18,0.36
492500,337500,0.74,1.45,0.37
382500,287500,0.58,1.44,0.3
357500,527500,0.51,1.98,0.38
297500,237500,0.7,1.24,0.41
227500,787500,0.36,0.35,0.24
507500,142500,0.71,1.05,0.31
602500,162500,0.73,1.1,0.3
552500,367500,0.64,1.48,0.29
252500,897500,0.29,0.31,0.17
152500,527500,0.43,2.22,0.47
527500,347500,0.64,1.97,0.29
307500,592500,0.38,1.34,0.24
257500,547500,0.31,0.81,0.17
482500,322500,0.77,1.92,0.34
312500,542500,0.3,1.9,0.25
337500,657500,0.57,1.36,0.34
382500,107500,0.63,1.93,0.3
522500,347500,0.64,1.68,0.29
317500,372500,0.51,1.72,0.35
392500,527500,0.74,1.35,0.49
352500,217500,0.58,1.65,0.32
342500,97500,0.44,2.05,0.21
362500,462500,0.77,1.61,0.56
337500,187500,0.54,1.21,0.32
117500,842500,0.25,0.24,0.16
292500,802500,0.54,0.39,0.29
337500,457500,0.42,0.69,0.41
392500,237500,0.54,1.49,0.25
377500,97500,0.57,1.92,0.27
397500,482500,1.1,1.81,0.8
397500,797500,0.37,0.47,0.23
302500,707500,0.6,1.01,0.39
287500,817500,0.36,0.3,0.18
357500,177500,0.62,1.32,0.32
367500,1047500,0.28,0.32,0.15
472500,452500,0.5,2.16,0.41
517500,222500,0.79,1.32,0.27
542500,307500,0.6,1.36,0.31
337500,817500,0.52,0.66,0.29
262500,122500,0.47,1.57,0.24
157500,932500,0.17,0.14,0.11
267500,767500,0.41,0.37,0.23
202500,882500,0.31,0.25,0.2
147500,662500,0.33,0.54,0.22
177500,502500,0.31,0.93,0.15
282500,277500,0.69,1.03,0.42
332500,617500,0.69,1.17,0.43
507500,207500,0.86,1.51,0.31
422500,512500,0.52,1.94,0.35
367500,172500,0.57,1.47,0.29
332500,762500,0.62,0.77,0.36
267500,902500,0.24,0.28,0.13
552500,137500,0.67,1.16,0.31
362500,197500,0.48,1.26,0.25
317500,282500,0.67,1.35,0.38
362500,212500,0.64,1.23,0.37
377500,862500,0.34,0.97,0.17
292500,247500,0.57,1.21,0.35
337500,287500,0.56,1.67,0.3
452500,297500,0.72,2.76,0.35
397500,197500,0.62,1.75,0.27
67500,807500,0.22,0.24,0.14
492500,157500,0.65,0.88,0.27
547500,152500,0.74,1.3,0.3
357500,332500,0.48,2.96,0.26
432500,312500,0.67,1.84,0.44
22500,542500,0.29,0.66,0.19
227500,627500,0.26,0.56,0.18
102500,522500,0.27,1.84,0.2
142500,832500,0.36,0.4,0.28
332500,127500,0.46,2.04,0.24
437500,167500,0.68,1.41,0.27
142500,667500,0.3,0.57,0.19
197500,37500,0.39,0.61,0.2
217500,877500,0.34,0.3,0.22
227500,782500,0.35,0.41,0.26
232500,697500,0.52,0.74,0.37
272500,832500,0.31,0.29,0.17
147500,577500,0.43,1.12,0.26
267500,717500,0.68,0.83,0.43
452500,257500,0.75,1.6,0.3
272500,872500,0.17,0.41,0.09
487500,452500,0.67,2.14,0.5
532500,257500,0.67,1.56,0.26
362500,167500,0.58,1.87,0.29
257500,592500,0.65,1.42,0.5
477500,202500,0.72,1.94,0.28
597500,127500,0.62,1.13,0.24
622500,167500,0.67,0.86,0.24
507500,277500,0.7,1.48,0.27
107500,577500,0.31,2.37,0.2
202500,232500,0.53,1.57,0.32
67500,567500,0.32,1.43,0.22
602500,287500,0.61,2.49,0.27
337500,372500,0.45,2.06,0.38
512500,247500,0.65,1.27,0.26
237500,947500,0.43,0.43,0.28
552500,317500,0.62,1.36,0.31
382500,542500,1.03,1.54,0.65
192500,37500,0.41,0.84,0.21
257500,902500,0.25,0.3,0.14
327500,712500,0.43,1.13,0.33
132500,562500,0.36,2.71,0.24
137500,917500,0.21,0.2,0.14
452500,1187500,0.46,0.5,0.27
482500,447500,0.57,2.07,0.45
212500,907500,0.23,0.19,0.13
287500,62500,0.6,1.47,0.33
72500,847500,0.2,0.19,0.12
287500,272500,0.7,1.09,0.44
552500,307500,0.59,1.35,0.28
572500,132500,0.67,1.01,0.29
642500,327500,0.61,1.02,0.27
427500,102500,0.53,0.81,0.25
267500,292500,0.37,0.81,0.21
232500,867500,0.31,0.26,0.18
492500,437500,0.62,1.97,0.43
377500,462500,0.86,1.98,0.63
547500,292500,0.59,1.39,0.26
212500,672500,0.37,0.6,0.25
352500,167500,0.57,1.63,0.27
472500,417500,0.56,1.18,0.43
332500,317500,0.4,2.01,0.23
167500,502500,0.33,1.85,0.17
87500,7500,0.3,0.28,0.15
187500,832500,0.28,0.27,0.21
457500,132500,0.67,1.35,0.3
242500,382500,0.38,1.47,0.23
337500,167500,0.48,1.36,0.25
357500,717500,0.35,0.46,0.22
197500,787500,0.48,0.52,0.39
352500,1047500,0.27,0.29,0.15
282500,207500,0.69,1.12,0.46
417500,97500,0.53,1.17,0.25
377500,502500,0.91,1.67,0.69
492500,97500,0.5,0.63,0.23
332500,87500,0.37,0.62,0.17
472500,447500,0.5,2.41,0.4
517500,432500,0.64,2.38,0.49
222500,817500,0.43,0.38,0.3
142500,752500,0.28,0.42,0.21
282500,182500,0.48,0.95,0.31
232500,687500,0.4,0.68,0.27
127500,662500,0.28,0.57,0.17
537500,222500,0.72,1.3,0.27
557500,142500,0.69,1.18,0.3
167500,697500,0.33,0.47,0.22
22500,552500,0.34,0.71,0.23
242500,257500,0.44,1.28,0.3
582500,162500,0.81,1.11,0.31
137500,467500,0.32,1.39,0.17
267500,937500,0.35,0.38,0.22
187500,67500,0.41,1.04,0.22
372500,1047500,0.28,0.28,0.15
147500,27500,0.4,0.81,0.23
347500,997500,0.27,0.49,0.14
202500,722500,0.47,0.7,0.37
197500,647500,0.46,0.77,0.3
267500,662500,0.43,1.67,0.28
287500,612500,0.62,1.16,0.39
177500,617500,0.38,0.8,0.25
287500,952500,0.29,0.31,0.17
167500,792500,0.22,0.22,0.16
287500,652500,0.36,1.2,0.23
337500,312500,0.45,2.73,0.24
342500,847500,0.38,1.07,0.21
487500,317500,0.82,1.72,0.37
37500,507500,0.24,1.79,0.18
127500,482500,0.56,2.32,0.33
542500,417500,0.61,0.72,0.38
422500,262500,0.63,1.53,0.26
207500,862500,0.36,0.32,0.25
342500,327500,0.43,2.32,0.24
302500,567500,0.37,1.46,0.26
222500,712500,0.69,0.91,0.5
367500,1037500,0.29,0.37,0.15
172500,842500,0.27,0.26,0.19
342500,187500,0.52,1.29,0.27
297500,802500,0.88,0.66,0.5
407500,117500,0.57,1.66,0.24
162500,682500,0.33,0.5,0.22
402500,212500,0.74,1.34,0.33
602500,172500,0.66,0.67,0.26
307500,277500,0.63,1.17,0.35
242500,112500,0.53,2.23,0.28
512500,167500,0.65,1.07,0.25
237500,62500,0.5,1.47,0.26
227500,87500,0.64,1.79,0.37
567500,262500,0.67,1.47,0.27
367500,797500,0.55,0.94,0.31
407500,162500,0.62,1.85,0.24
442500,1187500,0.4,0.42,0.23
492500,262500,0.73,1.69,0.3
327500,757500,0.5,0.72,0.29
332500,507500,1,1.86,0.89
377500,642500,0.35,1.37,0.2
312500,932500,0.36,0.45,0.21
127500,597500,0.31,1.29,0.19
357500,137500,0.43,2.87,0.2
387500,622500,0.89,1.31,0.52
362500,137500,0.46,3.08,0.21
377500,162500,0.6,1.4,0.28
397500,162500,0.53,2.16,0.23
437500,402500,0.77,1.84,0.72
407500,862500,0.3,0.56,0.15
377500,92500,0.53,1.53,0.25
542500,237500,0.76,1.37,0.29
442500,267500,0.64,1.87,0.27
242500,832500,0.26,0.27,0.15
217500,957500,0.21,0.19,0.12
87500,552500,0.41,1.4,0.25
247500,802500,0.52,0.41,0.33
377500,477500,0.77,1.38,0.55
172500,712500,0.28,0.43,0.2
212500,557500,0.35,1.41,0.2
422500,387500,1.12,1.63,0.74
532500,172500,0.71,1.38,0.23
132500,637500,0.24,0.37,0.13
252500,747500,0.75,0.79,0.49
417500,407500,1.24,2.28,0.91
572500,167500,0.78,1.27,0.34
507500,327500,0.69,1.3,0.3
357500,582500,0.6,1.03,0.37
367500,247500,0.51,1.61,0.26
157500,827500,0.33,0.35,0.28
362500,592500,0.7,1.1,0.45
127500,672500,0.27,0.45,0.17
147500,572500,0.37,1.15,0.23
627500,222500,0.64,0.65,0.28
447500,472500,0.48,2.71,0.33
122500,802500,0.28,0.35,0.21
352500,282500,0.52,1.77,0.26
132500,552500,0.36,2.1,0.21
337500,132500,0.41,2.16,0.2
467500,462500,0.52,1.95,0.37
22500,512500,0.25,1,0.17
247500,672500,0.4,1.07,0.27
407500,432500,1.01,2.04,0.76
67500,582500,0.26,1.13,0.22
312500,297500,0.45,1.42,0.26
417500,377500,1.06,2.92,0.71
317500,367500,0.48,1.65,0.33
592500,337500,0.66,1.44,0.3
522500,252500,0.65,1.32,0.26
92500,512500,0.27,3.15,0.17
182500,682500,0.34,0.53,0.22
137500,607500,0.28,0.62,0.18
217500,597500,0.33,0.91,0.23
417500,602500,0.44,1.18,0.27
457500,262500,0.78,1.92,0.33
142500,937500,0.2,0.22,0.15
172500,822500,0.27,0.27,0.2
477500,397500,0.56,1.41,0.37
292500,817500,0.26,0.33,0.14
152500,847500,0.29,0.28,0.22
492500,237500,0.75,1.4,0.28
242500,612500,0.4,1.45,0.27
552500,352500,0.62,0.77,0.27
312500,592500,0.38,1.37,0.23
462500,172500,0.66,1.34,0.25
572500,122500,0.6,0.91,0.27
162500,757500,0.3,0.39,0.24
257500,797500,0.44,0.34,0.25
597500,282500,0.61,1.71,0.27
37500,502500,0.24,1.53,0.17
257500,357500,0.67,1.13,0.48
252500,587500,0.71,1.47,0.53
282500,767500,0.36,0.4,0.21
287500,627500,0.49,0.99,0.31
282500,597500,0.47,1.29,0.32
317500,727500,0.33,0.93,0.2
17500,522500,0.27,0.75,0.18
327500,847500,0.31,0.63,0.17
347500,1027500,0.3,0.37,0.17
487500,152500,0.7,1.1,0.3
437500,507500,0.42,2.26,0.29
217500,872500,0.48,0.41,0.32
447500,337500,0.73,1.87,0.4
522500,217500,0.77,1.19,0.27
307500,227500,0.74,1.51,0.48
362500,247500,0.47,1.71,0.25
417500,222500,0.69,1.45,0.3
282500,307500,0.5,1.01,0.33
332500,122500,0.49,2.09,0.26
27500,527500,0.23,1,0.15
417500,627500,0.44,1.05,0.26
537500,192500,0.76,2.32,0.26
467500,102500,0.6,0.96,0.3
192500,47500,0.46,1.98,0.25
407500,312500,0.7,1.89,0.4
307500,797500,0.73,0.61,0.43
347500,687500,0.29,0.41,0.19
347500,362500,0.42,3.11,0.28
267500,677500,0.38,1.2,0.26
462500,197500,0.6,1.41,0.23
627500,227500,0.63,0.61,0.28
532500,277500,0.63,2.53,0.27
237500,542500,0.34,1.45,0.17
432500,342500,0.71,2.18,0.4
302500,297500,0.62,1.28,0.37
267500,367500,1.12,1.72,0.82
167500,777500,0.28,0.3,0.22
97500,877500,0.18,0.13,0.11
277500,617500,0.53,1.07,0.35
312500,352500,0.46,1.54,0.3
477500,507500,0.77,1.53,0.51
392500,352500,0.71,2.19,0.48
282500,827500,0.32,0.31,0.16
387500,457500,0.66,2.07,0.47
212500,532500,0.37,1.13,0.16
207500,662500,0.29,0.92,0.2
302500,922500,0.32,0.33,0.17
407500,242500,0.53,1.47,0.25
362500,562500,0.47,1.2,0.29
217500,252500,0.37,0.77,0.23
322500,472500,0.41,1.47,0.3
232500,487500,0.47,0.72,0.24
217500,722500,0.62,0.79,0.45
362500,632500,0.4,1.28,0.24
367500,602500,0.96,1.4,0.59
372500,592500,0.72,1.09,0.45
412500,317500,0.61,2.03,0.34
492500,132500,0.71,0.95,0.33
197500,207500,0.44,1.17,0.41
552500,217500,0.71,1.24,0.28
437500,577500,0.46,0.58,0.35
637500,252500,0.63,1.16,0.27
522500,372500,0.66,1.48,0.3
472500,457500,0.52,2.03,0.41
642500,282500,0.6,1.7,0.27
142500,837500,0.34,0.36,0.26
272500,337500,0.66,1.16,0.46
162500,802500,0.25,0.26,0.19
337500,127500,0.44,1.99,0.23
82500,497500,0.28,1.74,0.17
347500,822500,0.49,0.85,0.28
522500,452500,0.55,0.89,0.37
462500,337500,0.69,1.87,0.36
112500,577500,0.31,2.11,0.19
447500,432500,0.55,1.77,0.41
257500,577500,0.6,1.28,0.45
437500,407500,0.71,2.64,0.74
237500,942500,0.5,0.5,0.33
207500,682500,0.46,0.71,0.33
502500,147500,0.66,1.02,0.28
622500,277500,0.62,3.14,0.27
187500,807500,0.33,0.33,0.27
252500,122500,0.53,1.73,0.29
327500,792500,0.63,0.66,0.4
422500,597500,0.46,1.08,0.29
507500,192500,0.72,1.24,0.26
267500,697500,0.37,1.15,0.26
407500,267500,0.66,1.65,0.31
402500,442500,0.9,2.08,0.67
442500,127500,0.63,1.31,0.28
452500,232500,0.74,1.82,0.29
357500,662500,0.7,0.96,0.39
162500,772500,0.26,0.31,0.21
242500,952500,0.41,0.41,0.27
507500,342500,0.68,1.99,0.32
302500,852500,0.22,0.51,0.11
312500,617500,0.7,1.14,0.42
272500,82500,0.92,1.54,0.52
412500,207500,0.62,1.53,0.26
507500,432500,0.68,1.59,0.52
142500,567500,0.47,1.72,0.27
362500,1022500,0.29,0.43,0.16
142500,577500,0.55,1.38,0.32
312500,647500,0.4,1.27,0.25
287500,592500,0.4,1.56,0.27
282500,802500,0.25,0.25,0.13
307500,692500,0.38,1.47,0.38
357500,462500,0.62,1.5,0.42
212500,657500,0.29,0.68,0.21
212500,927500,0.22,0.18,0.13
247500,657500,0.4,1.41,0.28
322500,792500,0.55,0.57,0.34
392500,332500,0.63,2.78,0.36
267500,82500,1.07,1.52,0.62
432500,1162500,0.35,0.39,0.19
272500,652500,0.41,1.56,0.3
587500,242500,0.68,1.32,0.3
172500,502500,0.32,1.75,0.16
447500,507500,0.46,2.12,0.32
417500,112500,0.58,1.04,0.27
87500,542500,0.39,2.12,0.24
287500,342500,0.88,1.43,0.6
497500,232500,0.77,1.31,0.29
527500,372500,0.7,1.64,0.32
282500,927500,0.28,0.28,0.16
437500,1187500,0.44,0.5,0.26
97500,922500,0.23,0.22,0.17
327500,582500,0.44,1.29,0.27
417500,207500,0.62,1.51,0.26
302500,702500,0.4,0.93,0.27
392500,582500,0.58,1.12,0.34
87500,522500,0.32,3.49,0.22
367500,827500,0.42,1.44,0.24
407500,477500,1.13,1.7,0.81
537500,372500,0.75,1.69,0.36
247500,577500,0.6,1.26,0.43
577500,242500,0.68,1.22,0.27
587500,347500,0.59,0.65,0.27
412500,102500,0.55,1.07,0.26
237500,967500,0.25,0.28,0.16
287500,317500,0.75,1.32,0.5
342500,522500,0.87,1.96,0.73
442500,1127500,0.42,0.59,0.24
142500,927500,0.19,0.16,0.13
597500,217500,0.66,1.19,0.28
387500,272500,0.55,1.6,0.3
182500,727500,0.29,0.43,0.22
377500,127500,0.52,2.36,0.22
122500,527500,0.29,1.73,0.18
157500,492500,0.4,2.13,0.22
417500,497500,0.63,1.61,0.43
152500,662500,0.3,0.47,0.2
187500,57500,0.46,1.57,0.26
352500,1022500,0.3,0.4,0.17
397500,257500,0.53,1.49,0.26
562500,102500,0.61,1.12,0.27
407500,487500,0.92,2.14,0.67
447500,1202500,0.38,0.4,0.21
362500,1027500,0.29,0.48,0.16
402500,397500,0.87,1.54,0.59
422500,562500,0.54,1.33,0.35
517500,122500,0.6,1.07,0.29
537500,342500,0.65,1.36,0.3
607500,242500,0.64,1.22,0.27
277500,762500,0.44,0.45,0.26
322500,682500,0.39,0.59,0.26
132500,587500,0.48,1.27,0.27
237500,487500,0.66,1.07,0.4
462500,1202500,0.37,0.43,0.21
217500,832500,0.46,0.38,0.32
262500,747500,0.62,0.68,0.39
217500,682500,0.5,0.81,0.38
172500,52500,0.43,0.77,0.25
587500,122500,0.65,0.96,0.25
147500,957500,0.2,0.17,0.13
92500,12500,0.31,0.29,0.16
497500,307500,0.74,1.43,0.34
542500,157500,0.85,1.28,0.34
312500,537500,0.33,1.98,0.26
317500,172500,0.5,0.91,0.32
487500,107500,0.56,1.28,0.3
432500,492500,0.43,2.91,0.3
622500,267500,0.68,2.83,0.3
382500,312500,0.56,2.54,0.29
352500,842500,0.39,0.86,0.22
227500,332500,0.35,1.13,0.22
427500,317500,0.64,2.08,0.44
537500,182500,0.78,1.54,0.26
632500,267500,0.65,1.87,0.28
487500,122500,0.72,1.22,0.38
277500,102500,0.49,2.06,0.25
462500,227500,0.66,1.54,0.25
272500,837500,0.22,0.33,0.12
362500,187500,0.53,1.81,0.24
157500,27500,0.41,0.73,0.23
367500,777500,0.6,1,0.34
442500,132500,0.64,1.45,0.28
467500,187500,0.75,1.67,0.26
452500,207500,0.66,1.4,0.25
497500,417500,0.64,1.84,0.55
387500,97500,0.55,1.71,0.26
217500,322500,0.3,0.43,0.17
277500,62500,0.61,1.72,0.35
512500,472500,0.62,1.68,0.42
522500,112500,0.6,1.18,0.29
522500,157500,0.78,1.14,0.3
437500,417500,0.65,1.72,0.56
582500,297500,0.61,1.78,0.27
277500,882500,0.19,0.43,0.12
562500,277500,0.57,1.47,0.25
467500,1217500,0.36,0.42,0.2
437500,502500,0.44,2.4,0.31
647500,317500,0.58,1.38,0.27
342500,342500,0.42,2.47,0.27
342500,567500,0.29,2.12,0.19
292500,692500,0.35,1.16,0.29
247500,637500,0.32,1.86,0.22
267500,672500,0.36,1.14,0.25
207500,832500,0.44,0.38,0.32
122500,862500,0.23,0.21,0.15
242500,237500,0.52,1.67,0.37
347500,232500,0.55,2.07,0.32
477500,457500,0.56,2.02,0.44
492500,307500,0.78,1.33,0.34
237500,367500,0.35,0.82,0.21
347500,1047500,0.27,0.52,0.15
452500,137500,0.66,1.16,0.26
257500,867500,0.23,0.3,0.12
117500,467500,0.38,1.08,0.18
432500,1177500,0.41,0.46,0.23
457500,1217500,0.33,0.43,0.18
512500,432500,0.69,1.66,0.57
462500,157500,0.66,1.21,0.28
252500,627500,0.31,1.88,0.21
227500,612500,0.33,1.15,0.22
482500,202500,0.83,1.52,0.32
122500,927500,0.23,0.22,0.17
332500,987500,0.24,0.38,0.13
362500,542500,0.54,1.38,0.35
212500,852500,0.38,0.32,0.26
537500,337500,0.64,0.91,0.29
137500,37500,0.37,0.42,0.2
147500,32500,0.48,1.24,0.28
332500,332500,0.49,2.35,0.3
352500,272500,0.47,1.75,0.24
232500,832500,0.27,0.26,0.17
77500,542500,0.33,1.38,0.2
142500,812500,0.23,0.21,0.16
207500,652500,0.34,0.72,0.25
272500,132500,0.57,1.32,0.28
212500,692500,0.57,0.84,0.43
282500,562500,0.35,1.86,0.23
407500,182500,0.64,2.26,0.24
262500,772500,0.56,0.49,0.34
482500,217500,0.65,1.6,0.25
482500,332500,0.75,1.79,0.34
192500,237500,0.41,1.23,0.23
392500,327500,0.62,2.95,0.35
547500,117500,0.59,1.18,0.28
317500,817500,0.46,0.54,0.26
372500,562500,0.51,1.18,0.33
92500,857500,0.19,0.14,0.12
227500,77500,0.69,1.79,0.4
212500,742500,0.54,0.63,0.39
267500,622500,0.46,1.01,0.3
272500,877500,0.2,0.3,0.1
282500,377500,0.49,1.22,0.32
482500,162500,0.64,1.03,0.24
632500,242500,0.66,1.23,0.3
492500,342500,0.69,1.65,0.32
432500,232500,0.73,1.61,0.31
127500,907500,0.27,0.25,0.19
362500,432500,0.55,2.34,0.37
312500,237500,0.52,1.19,0.3
422500,337500,0.65,2.65,0.35
397500,217500,0.77,1.48,0.35
537500,377500,0.75,1.48,0.37
332500,667500,0.4,1.49,0.24
282500,267500,0.73,1.1,0.46
407500,282500,0.81,1.57,0.38
192500,242500,0.34,0.49,0.18
317500,232500,0.65,1.36,0.37
212500,247500,0.4,1.17,0.25
427500,592500,0.41,1.25,0.31
257500,917500,0.26,0.26,0.15
432500,1137500,0.33,0.31,0.18
592500,252500,0.69,1.65,0.29
257500,922500,0.32,0.29,0.18
342500,247500,0.49,1.37,0.26
342500,102500,0.57,2.47,0.29
532500,302500,0.61,1.45,0.36
552500,327500,0.63,0.84,0.3
402500,407500,1.05,1.62,0.71
237500,602500,0.48,1.31,0.34
442500,102500,0.55,0.86,0.44
452500,492500,0.71,1.35,0.45
437500,187500,0.66,1.54,0.25
57500,487500,0.23,1.51,0.13
477500,502500,0.82,1.33,0.53
182500,787500,0.35,0.36,0.27
282500,952500,0.28,0.28,0.16
482500,342500,0.63,1.7,0.3
127500,677500,0.25,0.34,0.15
27500,547500,0.34,0.97,0.23
472500,342500,0.66,1.85,0.33
442500,532500,0.51,1.97,0.35
417500,547500,0.53,1.39,0.36
282500,897500,0.18,0.26,0.1
162500,22500,0.37,0.51,0.2
362500,372500,0.52,2.05,0.4
397500,657500,0.43,1.01,0.23
412500,327500,0.62,2.41,0.32
307500,527500,0.33,1.71,0.26
477500,427500,0.57,1.79,0.44
502500,307500,0.74,1.4,0.32
537500,217500,0.69,1.12,0.28
397500,822500,0.36,1.29,0.21
577500,137500,0.65,2.22,0.28
637500,147500,0.71,0.92,0.29
647500,297500,0.6,1.3,0.27
277500,917500,0.28,0.26,0.15
312500,847500,0.35,0.46,0.19
577500,197500,0.7,1.32,0.3
377500,367500,0.51,2.61,0.35
362500,142500,0.57,2.86,0.27
142500,537500,0.5,2.31,0.43
372500,77500,0.42,0.61,0.2
442500,292500,0.75,2.12,0.35
377500,217500,0.53,2.11,0.29
402500,377500,0.99,1.91,0.65
297500,817500,0.23,0.29,0.12
267500,47500,0.43,1.24,0.2
307500,312500,0.58,1.55,0.36
257500,102500,0.54,1.48,0.29
262500,337500,0.38,0.78,0.26
312500,302500,0.5,1.48,0.29
302500,87500,0.46,1.74,0.23
452500,362500,0.83,1.96,0.69
267500,147500,0.58,1.09,0.3
257500,742500,0.71,0.77,0.45
267500,742500,0.65,0.77,0.4
37500,542500,0.31,1.36,0.21
292500,962500,0.27,0.31,0.16
327500,247500,0.44,1.47,0.24
172500,812500,0.23,0.21,0.18
387500,817500,0.41,1.22,0.24
252500,572500,0.49,1.04,0.34
337500,477500,0.42,1.43,0.32
302500,862500,0.17,0.32,0.08
17500,502500,0.25,0.71,0.16
222500,752500,0.67,0.77,0.5
197500,862500,0.44,0.38,0.31
232500,107500,0.49,2.31,0.25
237500,552500,0.34,1.55,0.2
177500,782500,0.32,0.35,0.26
312500,852500,0.31,0.57,0.16
247500,382500,0.39,1.23,0.23
147500,827500,0.36,0.37,0.28
357500,577500,0.5,1.06,0.3
137500,932500,0.21,0.23,0.14
412500,432500,0.84,1.82,0.63
432500,567500,0.52,1.09,0.32
292500,187500,0.62,1.16,0.39
457500,377500,0.69,1.34,0.53
627500,312500,0.66,1.52,0.31
127500,537500,0.31,2.11,0.21
212500,847500,0.46,0.38,0.32
307500,117500,0.52,2.31,0.25
267500,117500,0.48,1.56,0.25
307500,332500,1.09,1.82,0.67
402500,427500,0.97,1.89,0.72
587500,247500,0.66,1.29,0.27
262500,542500,0.31,0.72,0.16
617500,337500,0.67,1.4,0.31
397500,267500,0.6,2,0.29
327500,392500,0.43,0.79,0.31
352500,182500,0.55,0.8,0.38
212500,327500,0.3,0.37,0.17
587500,287500,0.62,1.42,0.28
212500,757500,0.54,0.63,0.42
302500,577500,0.34,1.82,0.23
352500,587500,0.53,0.96,0.33
237500,777500,0.47,0.46,0.32
482500,517500,0.53,0.84,0.36
162500,692500,0.35,0.5,0.23
582500,237500,0.7,1.22,0.3
277500,772500,0.42,0.38,0.24
112500,572500,0.31,2.25,0.19
377500,307500,0.55,1.67,0.28
92500,497500,0.34,3.16,0.19
467500,122500,0.72,1.35,0.39
392500,432500,1.07,1.66,0.78
367500,352500,0.5,2.94,0.37
297500,707500,0.63,0.97,0.4
272500,237500,0.51,1.14,0.31
292500,942500,0.28,0.29,0.15
422500,147500,0.62,1.19,0.25
447500,427500,0.59,1.73,0.5
602500,282500,0.61,3.25,0.27
612500,307500,0.63,1.71,0.3
362500,477500,0.48,1.76,0.35
157500,802500,0.25,0.26,0.18
307500,852500,0.28,0.6,0.14
332500,287500,0.52,1.74,0.29
327500,282500,0.6,1.64,0.32
492500,477500,0.55,2.09,0.38
172500,732500,0.43,0.64,0.37
312500,572500,0.32,1.87,0.21
392500,317500,0.63,2.61,0.31
397500,622500,0.84,1.44,0.49
27500,522500,0.22,0.92,0.15
262500,817500,0.49,0.36,0.28
637500,327500,0.62,1.45,0.28
432500,152500,0.68,1.27,0.27
347500,832500,0.51,0.9,0.28
412500,377500,1.13,2.82,0.77
362500,682500,0.33,0.95,0.2
242500,72500,0.59,1.52,0.34
232500,647500,0.29,1.44,0.2
82500,537500,0.37,2.11,0.23
452500,1167500,0.35,0.33,0.19
217500,607500,0.27,0.54,0.19
362500,767500,0.43,1.23,0.26
502500,137500,0.62,1.04,0.29
307500,837500,0.36,0.38,0.19
587500,117500,0.66,0.96,0.26
307500,582500,0.33,1.71,0.23
357500,742500,0.42,1.1,0.27
402500,232500,0.54,1.57,0.24
467500,492500,0.72,1.41,0.46
482500,282500,0.82,1.89,0.35
292500,607500,0.59,1.15,0.37
182500,732500,0.3,0.4,0.25
347500,552500,0.31,2.01,0.2
382500,772500,0.44,1.4,0.27
217500,962500,0.22,0.19,0.13
512500,327500,0.65,1.58,0.29
247500,107500,0.52,2.02,0.28
577500,132500,0.63,1.51,0.28
602500,202500,0.63,0.87,0.26
202500,572500,0.37,1.14,0.23
472500,177500,0.65,1.26,0.23
502500,342500,0.7,1.66,0.32
507500,362500,0.67,1.43,0.34
